"id","title","content","created_at","updated_at","category_id","slug"
7250,ПП при остром аллергическом приступе,"say Уважаемые коллеги, сейчас я расскажу лекцию ""Оказание первой помощи при остром..
say ..аллергическом приступе""
say Острый аллергический приступ может быть от чего угодно, от укуса насекомых, от пищи и так далее
say Чаще всего, при остром аллергическом приступе, происходит отек легких..
say ..и дыхательной системы и перекрываеться дыхание
say Вам нужно продезинфицировать место надреза спиртом.
say Место надреза нужно сделать сантиметра полтора-два от кадыка, на месте трахеи.
say Надрез делать скальпелем либо ножом, главное всё продезинфицировать,
say надрез делается миллиметров 5 по горизонтали.
say После надреза вам нужно вставить какую-нибудь трубку, подойдет трубка от шариковой ручки,
say её тоже нужно продезинфицировать.
say После этого процесса, человек будет дышать через трубку.
say У таких людей на руках есть татуировки либо жетоны на шее, где написано, на что у них аллергия.
say После этого, вы вводите препарат который уберет приступ аллергии.
say После этих процессов, вам нужно убрать аккуратно убрать трубку и наложить прокладку и повязку на место разреза.
say На этом лекция окончена, всем спасибо.",2025-07-03 23:03:25.366 +0300,2025-07-03 23:03:25.366 +0300,306,pp-pri-ostrom-allergicheskom-pristupe
7251,ПП при отморожении,"say Здравствуйте, уважаемые коллеги.
say Сегодня я расскажу вам о первой помощи при отморожениях.
say Что такое отморожение?
say Отморожение - это поражение тканей человека, возникающее в...
say ...результате воздействия низкой температуры.
say Наиболее часто отмораживают пальцы ног и рук, уши, щеки, кончик носа.
say Вначале человек ощущает холод и покалывание в отмороженной области.
say Кожа в этом месте краснеет, затем резко бледнеет и теряет чувствительность.
say Отморожение происходит, когда человек длительное время находится на холоде...
say ...и его организм не в состоянии регулировать температуру тела.
say На возможность отморожения оказывают влияние температура воздуха.
say А также, влажность, ветер, длительность пребывания на холоде.
say А теперь поговорим о первой помощи.
say Первое. Необходимо согреть отмороженную часть тела.
say Второе. Растирать пострадавшую часть тела до покраснения.
say Третье. Напоить пострадавшего горячим чаем, укутать теплой одеждой.
say Четвертое. Наложить на пострадавший участок стерильную повязку и укутать...
say ...его теплой одеждой.
say Пятое. При отморожении пальцев, проложить между ними вату или марлю.
say А чего не стоит делать? 
say Не следует при растирании использовать снег, так как маленькие льдинки могут...
say ...расцарапать кожу и занести инфекцию.
say А вода, при таянии, будет еще больше охлаждать кожу.
say И главное, ни в коем случае не вскрывать образовавшиеся волдыри!
say Вопросы есть?
say Спасибо за внимание! Можете быть свободны.",2025-07-03 23:03:25.821 +0300,2025-07-03 23:03:25.821 +0300,306,pp-pri-otmorozhenii
7252,ПП при солнечном ударе,"say Здравствуйте, уважаемые коллеги!
say Сегодня я расскажу вам о первой помощи при солнечном ударе.
say Что такое солнечный удар?
say Солнечный удар - это состояние, которое возникает из-за сильного перегрева...
say ...головы прямыми солнечными лучами.
say При этом мозговые кровеносные сосуды расширяются, и происходит прилив крови...
say ...к головному мозгу.
say Теперь о признаках солнечного удара.
say Основными признаками являются: покраснение лица, сильные головные боли, тошнота...
say ...потемнение в глазах, рвота и головокружение.
say Возникновению солнечного удара способствует душная, безветренная погода.
say А также длительное воздействие солнечных лучей на затылочную часть головы.
say Перейдем к первой помощи.
say Первое. Необходимо перенести пострадавшего в прохладное место или тень.
say Второе. Уложить его на спину, приподнять голову и повернуть ее набок.
say Повернуть голову набок - обязательно! Так как если откроется рвота, то рвотные...
say ...массы могут попасть в дыхательные пути.
say Третье. Расстегнуть одежду или снять ее, ослабить пояс.
say Четвертое. Тело обтереть полотенцем, смоченным холодной водой.
say Пятое. Приложить к затылку холодный компресс и обмахивать пострадавшего.
say Если человек в сознании, то необходимо давать ему обильное питье.
say В качестве питья подойдет холодный чай или слегка подсоленная вода.
say Ну а если человек без сознания, то нужно смочить вату нашатырным спиртом...
say ...и поднести ее к носу пострадавшего.
say Чтобы избежать получения солнечного удара, необходимо надевать легкую шапочку.
say А также, не совершать в жаркое время длительных переходов и не спать на солнце.
say Вопросы есть?
say На этом лекция окончена. Спасибо за внимание!
",2025-07-03 23:03:26.276 +0300,2025-07-03 23:03:26.276 +0300,306,pp-pri-solnechnom-udare
7253,ПП при сотрясении мозга +,"say Добрый день! Сегодня я расскажу вам о первой помощи при сотрясении созга.
say Сильное механическое воздействие на голову может привести к сотрясению мозга. 
say Такая ситуация возникает при различных травмах и ударах, когда работа мозговых..
say нервных клеток нарушается, что провоцирует недостаточное питание тканей и.
say разобщение различных мозговых центров. 
say Первая помощь при сотрясении мозга является важнейшей задачей, которая..
say ..определяет скорость выздоровления пациента. 
say Ряд лечебных мероприятий позволяет в значительной степени улучшить..
say самочувствие пострадавшего до приезда врачей.
say Сотрясением называется повреждение мозга вследствие внешнего воздействия..
say ..различной интенсивности, когда человеческий орган ударяется о..
say ..внутренние стенки черепной коробки. 
say В результате этого возникают отек ткани мозга, нарушение циркуляции крови и..
say повреждение структурных мозговых элементов. 
say Травма относится ко внутренним повреждениям, несмотря на то,..
say ..что вызывается внешним ударом головы.
say Тяжесть травмы также классифицируется по степени:
say 1 степень: потеря сознания на короткий промежуток времени,.. 
say ..нормализация самочувствия через 20 – 30 минут после травмы;
say 2 степень: длительная потеря сознания (более 20-ти минут), дезориентация в..
say ..пространстве, спутанность сознания, заторможенность реакций;
say 3 степень: потеря сознания с сопутствующей амнезией.
say Неотложная помощь при сотрясении головного мозга очень важна для..
say ..максимально быстрого выздоровления пациента. 
say Правильные и четкие действия сразу после травмирования позволяют..
say ..уменьшить риск развития серьезных последствий.
say Как же всё таки оказать первую помощь?
say Пострадавшему обеспечивается полный покой. 
say Человека укладывают на ровную и твердую поверхность, голову приподнимают выше уровня тела. 
say Для облегчения состояния рекомендуется обеспечить поступление свежего воздуха,..
say ..а также успокоить пациента.
say К голове пострадавшего прикладывают холод. Можно использовать пакет со льдом,..
say ..замороженные продукты, смоченное в холодной воде полотенце.
say Полностью исключается потребление пищи и воды. 
say В первые несколько часов после травмы это может усугубить состояние больного. 
say При сильной жажде рекомендуется дать выпить немного сладкого чая.
say Исключить просмотр телевизора, пользование компьютером и телефоном.
say Если человек после травмы потерял сознание, то проводятся и другие мероприятия:
say Пострадавшего укладывают на правый бок, левую ногу сгибают в колене,..
say ..правая рука – в локте, голову поворачивают направо и прижимают к подбородку,..
say ..чтобы при рвотных позывах человек не захлебнулся и в легкие беспрепятственно попадал воздух.
say При неглубокой потере сознания можно попробовать привести человека в чувства,..
say ..поднеся к носу ватку, смоченную нашатырным спиртом, либо несильно похлопывая по щекам.
say Надеюсь данная информация была вам полезна.
say Лекция окончена, всем спасибо.",2025-07-03 23:03:26.732 +0300,2025-07-03 23:03:26.732 +0300,306,pp-pri-sotrjasenii-mozga
7259,Правила поведения в строю,"say Уважаемые сотрудники!

say Как вы уже поняли , вы являетесь сотрудниками довольно серьёзного центра больниц Провинциального округа.

say Расскажу о правилах в строю.

say Разговаривать и выкрикивать так же спрашивать что либо...

say Строго запрещено.

say Все вопросы после строя.

say Во время рабочего времени вам запрещено посещать заведения :

say Клуб, казино и тому подобные.

say На этом все, помните, задумайтесь о своей безопасности, и о безопасности окружающих.

say Спасибо за внимание.",2025-07-03 23:03:29.463 +0300,2025-07-03 23:03:29.463 +0300,305,pravila-povedenija-v-stroju
7260,Проктология,"say Сейчас я проведу лекцию на тему ""Проктология"".
say Итак, проктология - отрасль медицины, изучающая..
say ..болезни толстой (прямой и ободочной) кишки, заднего прохода и параректальной области.
say Еще в древности врачи пытались лечить болезни прямой кишки.
say В одном из трудов Гиппократа уделялось большое внимание лечению геморроя..
say ..и других болезней прямой кишки.
say Великий ученый Востока Абу Али Ибн Сина (Авиценна) обстоятельно рассказывал о..
say ..болезнях прямой кишки и делился секретами лекарственного и оперативного лечения этой болезни.
say Несмотря на имеющиеся знания, только в середине XX века проктология..
say ..смогла выделиться из хирургии как самостоятельная дисциплина.
say Наука, изучающая проктологию, развивается, базируясь на..
say ..достижениях нескольких медицинских направлений — хирургии, гастроэнтерологии, терапии.
say Вот такие заболевания изучает проктология: простатит, гемморой, травмы..
say ..прямой кишки инородные тела, опухоли, проктит, и еще много других.
say На этом лекция окончена, всем спасибо за внимание!",2025-07-03 23:03:29.922 +0300,2025-07-03 23:03:29.922 +0300,306,proktologija
7261,пропедевтика и синдромология заболеваний крови,"say Тема лекции - пропедевтика и синдромология заболеваний крови.
say К системе органов кроветворения относятся костный мозг, селезенка, тимус и...
say ...система лимфоидной ткани, представленной по ходу желудочно-кишечного тракта и...
say ...других органов.
say Общие жалобы:
say Слабость, легкая утомляемость, головокружение, одышка при физической нагрузке,..
say ...сердцебиение, потеря трудоспособности.
say Могут быть проявлением анемий, лейкозов, миелоидной гипоплазии.
say При остром или обильном кровотечении, например, желудочно-кишечном..
say ...внезапно появляются резкая слабость, головокружение, обморочное состояние.
say Также лихорадка, кожный зуд, потеря аппетита и похудание...
say ...извращения вкуса и обоняния, жжение кончиков языка и его краёв.
say ...повышенная кровоточивость, боли в костях, боли в горле при глотании,..
say ...боли в левом подреберье, тяжесть и боли в правом подреберье.
say При осмотре следует обратить внимание на анемию кожного покрова.
say На изменение языка и слизистой оболочки ротовой области...
say ...увеличение лимфотических узлов, печени, селезёнки.

",2025-07-03 23:03:30.376 +0300,2025-07-03 23:03:30.376 +0300,302,propedevtika-i-sindromologija-zabolevanij-krovi
7262,Радикулит,"say Тема нашей сегодняшней лекции ""Радикулит"".
say Радикулит - это воспалительный процесс, в который вовлекаются пучки...
say ...нервных волокон, отходящие от спинного мозга. 
say Нервные корешки могут быть ущемлены в результате неосторожного...
say ...движения или травмы. Это тоже радикулит.
say В 95% случаев радикулит - проявление нелеченного остеохондроза,..
say ...а в оставшихся 5% - результат застарелой травмы позвоночника, не исключено,..
say ...что и межпозвоночной грыжи, износ позвоночного столба и...
say ...особенно межпозвоночных дисков, сдавливание или ущемление корешков...
say ...спинномозговых нервов позвонками, между которыми они находятся. 
say Причиной такого сдавливания являются различные деформации позвоночника,..
say ...которые, в свою очередь, могут быть следствием остеохондроза.
say Спровоцировать приступ радикулита может стресс, инфекция, нарушения обмена веществ,..
say ...поднятие тяжестей и неловкие движения.
say Главный признак - боль. Месторасположение боли напрямую зависит от места...
say ...повреждения позвоночника.
say Характерен радикулит сильными болями в области спины и шеи,..
say ...сохраняющимися как при движении, так и в состоянии покоя.
say Причиной радикулита может стать остеохондроз, переохлаждение,..
say ...травмы позвоночника, резкие движения и даже интоксикация организма...
say ...в результате перенесённого инфекционного заболевания.
say Различают три вида радикулита:
say шейный, грудной и поясничный.
say Шейный радикулит отличается выраженной болью в затылке и шее. 
say Боль усиливают любые движения головой, например, при кашле. 
say Отмечены случаи, когда у больных наблюдалась тошнота, ухудшение слуха, головокружение,..
say ...изменение походки.
say При шейно-плечевом радикулите возникают  сильные боли в плечах, области шеи и руках.
say При грудном - боли опоясывают грудную клетку.
say Пояснично-крестцовый радикулит – это самый распространенный вид радикулита.
say Его еще называют ишиалгией. При этом возникает боль в бедре, стопе, ягодицах. 
say Возникает на фоне артрита, компрессионных переломов, грыж, стеноза спинномозгового...
say ...канала и т.д..
say Диагностика радикулита.Диагностика синдрома обычно комплексная. В нее входят:
say исследование на приеме у врача рефлекторной активности и чувствительности,..
say ...рентгенография, дающая возможность установить степень изменений в позвоночнике,..
say ...МРТ, КТ устанавливает наличие компрессии корешков,..
say ...электромиография - установление степени повреждений нервных волокон...
say Диагностировать радикулит может только враг-невропатолог на основе...
say ...рентгеновского исследования.
say Лечение Радикулита может быть как и амбулаторным, так и...
say ...различными терапиями: Физиотерапия, ИРТ, ЛФК.
say На этом у меня всё.Вопросы?`	          ",2025-07-03 23:03:31.350 +0300,2025-07-03 23:03:31.350 +0300,302,radikulit
7263,Рак кожи,"say Здравствуйте! Тем лекции ""Рак кожи"".
say Рак кожи — обобщённое название злокачественных эпителиом кожи.
say Факторый риска:
say 1.Факторами риска развития рака кожи могут являться:
say 2. ультрафиолетовое и ионизирующее излучения;
say 3. воздействие химических канцерогенов, попадающих на кожу;
say 4. курение;
say 5. прием препаратов, ослабляющих иммунитет ;
say 6. семейная предрасположенность ;
say 7. Родинки, появляющиеся из-за других факторов, помимо наследственности;
say 8. Вирус папилломы человека.
say Признаки заболевания:
say 1. Появление на поверхности кожи небольшого пятна, 
say ...серо-жёлтого узелка или блестящей бляшки.
say 2. На ранних стадиях заболевание не имеет субъективных проявлений...
say ...и никакого дискомфорта не причиняет.
say 3. При увеличении опухоль может начать зудеть, чесаться, 
say ...появляется ощущение дискомфорта, покалывания.
say 4. Далее в середине новообразования может появиться небольшая мокнущая язва. 
say Иногда она начинает кровоточить или покрываться корочкой.
say 5. Середина этого образования может зарубцеваться, 
say ...но при этом сохраняется склонность к периферическому росту.
say 6.При пальпации основания этого новообразования можно ощутить...
say ...некоторую уплотненность тканей, хотя признаков воспаления нет.
say 7. Подобные симптомы рака кожи должны насторожить человека и...
say ...заставить его пройти более тщательное обследование.
say Базальноклеточный рак кожи.
say Опухоль медленно растет, не склонна к появлению метастаз и лишь в...
say ...редких случаях прорастает в глубокие слои кожи. 
say Чаще всего она выглядит как небольшое, диаметром в несколько миллиметров, 
say ...образование на поверхности кожи, слегка... 
say ...припухшее. На его поверхности можно рассмотреть тонкую сетку кровеносных сосудов. 
say С увеличением опухоли на её поверхности начинаются появляться небольшие язвочки.
say Первые признаки рака кожи этого типа зависят от разновидности заболевания:
say 1. Солидная. Опухоли этой формы выглядят как небольшие узелки, 
say ...окруженные сосудистой сеткой.
say 2. Язвенный. В этом случае на поверхности кожи появляются язвочки или
say ...другие нарушения поверхности, которые склонны к кровоточивости.
say 3. Пигментный. При такой форме поверхность опухоли меняет цвет на более темный.
say Папиллярный рак кожи
say Папиллярный рак кожи — это ещё одна форма плоскоклеточного. 
say Другое его название — фунгозная, то есть грибовидная, 
say ...что точнее передаёт суть этого заболевания.
say Внешне такая опухоль выглядит как гриб: массивный узел на ножке или широком основании.
say Они часто покрываются корками папиллом, приобретая вид цветной капусты, легко кровоточат.
say Эта опухоль встречается чаще у лиц мужского пола. Локализуется особенно часто...
say ...на нижней губе, на нижней части туловища, половых органах и конечностях. 
say Плоскоклеточный рак почти всегда развивается из предраковых заболеваний кожи и...
say ...слизистых оболочек. На первом месте стоят рубцы после ожогов и травм, 
say ...свищи, длительно не заживающие язвы, затем старческие кератозы и лейкоплакии.
say Лечение, я буду рассказывать про лучевую терапию.
say Из всех существующих методов лечения рака кожи лучшие результаты дает лучевая терапия. 
say Это в первую очередь относится к опухолям кожи лица. Учитывая, 
say ...что на коже лица бывают базальноклеточные раки, 
say лучевая терапия обеспечивает высокий процент излечений с хорошим косметическим эффектом.
say Лучевая терапия рака кожи имеет следующие преимущества перед хирургическим лечением: 
say он является бескровным, безболезненным способом лечения, дает прекрасный косметический эффект.
say Существенным недостатком метода является облучение здоровых тканей, а также длительность лечения.
say На этом лекция окончена. Спасибо за внимание! Вопросы?",2025-07-03 23:03:31.806 +0300,2025-07-03 23:03:31.806 +0300,302,rak-kozhi
7264,рана,"say Раны – повреждения тканей и органов, сопровождающиеся нарушением...
say ...целостности кожного покрова (слизистой оболочки), сопутствующими этому...
say ...болями, кровотечением, расхождением поврежденных краев (зиянием) и нарушением...
say ...функций поврежденной части тела.
say Поверхностные раны, при которых наблюдается неполное повреждение кожи или...
say ...слизистой оболочки, называют ссадинами.
say ...В зависимости от наличия входного и выходного отверстий раневого канала раны
называют:
say Cлепыми – с застрявшим в тканях ранящим предметом.
say Cквозными – при его прохождении. Кроме того, различают ранения мягких...
say ...тканей - кожи, подкожной клетчатки, мышц, сухожилий, сосудов, нервов,
повреждения костей.
say Также:
say Проникающие.
say Не проникающие в полости тела.
say Проникающей называется рана, когда вызвавший ее предмет проникает в...
say ...плевральную, брюшную, суставную, черепную полости человека, камеру глаза и.т.п. say При проникающих ранениях грудной клетки и брюшной полости нередки...
say ...повреждения расположенных в них органов.
say По механизму нанесения, характеру ранящего предмета и повреждения тканей...
say ...различают раны:
say ...Резаные, колотые, рубленые, укушенные, рваные, скальпированные, ушибленные,..
say ...размозженные,огнестрельные.
say На ранящих предметах и поверхности кожи находятся разнообразные бактерии,..
say ...которые попадают в рану и инфицируют ее. Чаще всего рана инфицируется...
say ...гноеродными бактериями, которые вызывают гнойный воспалительный процесс, что...
say ...резко ухудшает заживление и создает опасность общей гнойной инфекции.
say Принято различать первичное и вторичное микробное загрязнение.
say Первичное загрязнение наступает в момент нанесения раны, вторичное, как правило,..
say ...связано с нарушением правил асептики во время перевязок и операций...
say ...и проявляется в виде гнойных осложнений.
say ...Вторичное инфицирование может произойти при обработке ран грязными руками,..
say ...использовании нестерильного перевязочного материала,неправильной обработке ран,..
say ...неправильном наложении повязки, во время перевязки. Возможно проникновение...
say ...возбудителей вторичной инфекции в рану по кровеносным сосудам...
say ...из гнойного очага, находящегося в другой части тела.
say При обширных и глубоких ранениях гнойновоспалительный процесс...
say ...может протекать очень быстро и бурно.
say В таких случаях возможно проникновение болезнетворных микроорганизмов...
say ...в кровеносное русло и распространение их во все органы и ткани – развивается...
say ...общая гнойная инфекция - сепсис.
say Подобное осложнение после ранений опасно и часто заканчивается...
say ...летальным исходом даже при самом интенсивном лечении.
say Подобное осложнение после ранений опасно и часто заканчивается летальным исходом...
say ...даже при самом интенсивном лечении.
say ...Помимо гноеродных бактерий в рану могут попасть более опасные микробы,..
say ...которые вызывают такие заболевания, как столбняк и газовая гангрена.
",2025-07-03 23:03:32.262 +0300,2025-07-03 23:03:32.262 +0300,302,rana
7265,РАСТЯЖЕНИЕ СВЯЗОК+,"say Здравствуйте коллеги, сегодня я расскажу вам про ""Растяжение связок""

say Связки — это плотные соединительнотканные образования, 

say которые соединяют кости между собой и удерживают внутренние органы в необходимом положении.

say Травмы связок возникают из-за чрезмерных нагрузок на них.

say Наиболее распространенной травмой спортсменов и людей, ведущих активный образ жизни,

say является растяжение связок — повреждение, 

say в результате которого происходит разрыв волокон соединительной ткани,

say из которых состоят связки. 

say Чаще всего встречаются растяжения связок локтевого, коленного и голеностопного суставов.

say Признаки растяжения связок

say Сильная боль в области травмы

say Появление отека

say Возможно появление синяка

say Первая помощь при растяжениях связок

say Первая помощь должна быть направлена, в первую очередь,

say на предотвращение развития воспалительного процесса.

say Обездвижьте поврежденную конечность.

say Наложите давящую повязку на место травмы. 

say Приложите холод (лед, снег, бутылку с холодной водой)

say Обеспечьте возвышенное положение конечности.

say Всем спасибо! Вы молодцы.

",2025-07-03 23:03:32.722 +0300,2025-07-03 23:03:32.722 +0300,306,rastjazhenie-svjazok
7267,Ронит,"say Здравствуйте дорогие коллеги. Тема лекции: Ринит.
say Ринит – наиболее часто встречающееся заболевание верхних дыхательных путей.
say Основным фактором, предрасполагающим к развитию ринита, можно считать
say переохлаждение, которое способствует нарушению защитных механизмов
say организма и активации условно-болезнетворной микрофлоры в полости носа,
say носоглотке и полости рта.
say Другим фактором является снижение устойчивости
say организма вследствие перенесенных острых или хронических заболеваний.
say Согревая, увлажняя и фильтруя вдыхаемый воздух, полость носа выполняет
say защитную функцию.
say Полость носа и бронхи анатомически взаимосвязаны,
say покрыты реснитчатым эпителием и оснащены арсеналом врожденных и
say приобретенных защитных механизмов.
say На этом у меня все. Всем спасибо за внимание!
say
say
say
say",2025-07-03 23:03:33.772 +0300,2025-07-03 23:03:33.772 +0300,302,ronit
7160,Лекция для сотрудников ОХ,"say Здравствуйте дорогие сотрудники ОХ. Сегодня мы собрались здесь, для подведения итогов...
say нашего отдела в протяжении этой недели.
say Но начну я с небольшой лекции, которая напомнит вам, что такое ОХ.
say Этот отдел был введен относительно недавно, и включает в себя проведение сложных процедур
say и операций разной сложности
say В обязанности данного отдела входит:
say госпитализация граждан, нуждающихся в хирургическом вмешательстве;
say наложение гипса при переломах;
say проведение всех видов операций. 
say Основные обязанности сотрудников ОХ:
say Находиться в больнице и лечить пациентов;
say Проводить операции;
say Иметь хорошее знание в сфере хирургии;
say Уметь проводить операции разной сложности;
say Выезжать на вызовы;
say А сейчас перейдем к главному...",2025-07-03 23:02:44.216 +0300,2025-07-03 23:02:44.216 +0300,305,lektsija-dlja-sotrudnikov-oh
7161,Лекция на тему Алкогализм,"say Добрый день. Сегодня для вас пройдёт лекция на тему ""Алкоголизм"".
say Мы поговорим о самом опьянение, Абстинентном синдроме и продормальной стадии.
say Продромальная стадия алкоголизма-Эту стадия выделяют многие авторы.
say поскольку до первой стадии всегда есть предшественники начала алкоголизма.
say Что привлекает к алкоголю людей. Чаще всего это лица молодого возраста 18-25 лет.
say Здесь может быть несколько причин:традиция принимать алкоголь во время встреч и праздиков
say В такую группу молодого человека может привести и бегство от неприятных обстоятельств
say Нередко алкоголь в таком состоянии используется для расслабления отдыха.
say Стремление к алкоголю на этой стадии может преодолеваться или скрываться в зависимости 
say от внешних обстоятельств
say На этой стадии уже начинает перестриваться личность человека
say Человек становится более расслабленным, общительным, оптимистическим чаще в состоянии опьянения
say В общем это не стадия, а переход к этим стадиям, о которых я расскажу в лекции чуть позже.
say Теперь о опьянении-С преобладанием эпилептоидных форм поведения,с вязким дисфорическим эффектом
say с придирчивостью, гневливостью,  с угрюмой раздражительностью, агрессивностью.
say Нередко опьянение принимает форму оглушения со   слезливостью,   вязкостью мышления
say утратой ориентировки,утратой привычных навыков и других сложно организованных психомоторных
say Действий. Теперь Абстинентный синдром.Здесь он проявляется в развернутой форме.
say Постабстинентное состояния затягивается до 3-10 дней.
say Здесь наблюдаются: сомато-неврологические расстройств, психические расстройства,  тревога,
say сниженное настроение,  фобии обыденного содержания. Нередко включается судорожный
say компонент   вплоть до развернутых припадков или  абортивных пароксизмов.
say Явно присутствует психоорганический синдром во всём комплексе своих проявлений.
say Постоянно присутствуют различные неврологические расстройства.
say Форма употребления алкоголя  может перемежаться - то запои, то постоянное ежедневное пьянство.
say Явно наблюдается прогрессирующее снижение толерантности.
say На этом всё! Всех благодарю!




















",2025-07-03 23:02:44.671 +0300,2025-07-03 23:02:44.671 +0300,306,lektsija-na-temu-alkogalizm
